,name,company,year,selling_price,km_driven,fuel,seller_type,transmission,owner
2507,Mahindra KUV 100,Mahindra,2016,420000,21000,Petrol,Individual,Manual,First Owner
2508,Maruti Alto K10,Maruti,2016,350000,20000,Petrol,Individual,Manual,First Owner
2509,Maruti Swift VDI,Maruti,2015,550000,32000,Diesel,Individual,Manual,First Owner
2510,Mitsubishi Montero 3.2,Mitsubishi,2007,750000,180000,Diesel,Individual,Manual,First Owner
2511,Tata Indica Vista,Tata,2012,198000,70000,Diesel,Individual,Manual,Second Owner
2512,Hyundai i20 Magna,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner
2513,Hyundai i20 Magna,Hyundai,2013,420000,50000,Diesel,Individual,Manual,First Owner
2514,Ford Endeavour 4x2,Ford,2004,195000,120000,Diesel,Individual,Manual,First Owner
2515,Hyundai EON Sportz,Hyundai,2012,150000,55766,Petrol,Individual,Manual,Second Owner
2516,Nissan Micra XL,Nissan,2011,275000,40000,Petrol,Individual,Manual,Second Owner
2517,Maruti 800 Std,Maruti,2001,65000,60000,Petrol,Individual,Manual,Third Owner
2518,Maruti Swift LXi,Maruti,2008,200000,50000,Petrol,Individual,Manual,First Owner
2519,Maruti Swift Dzire,Maruti,2010,250000,110000,Diesel,Individual,Manual,Second Owner
2520,Renault Duster 85PS,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
2521,Maruti Ignis 1.3,Maruti,2018,590000,26350,Diesel,Dealer,Manual,First Owner
2522,Maruti SX4 Vxi,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
2523,Tata Indigo CS,Tata,2015,225000,68745,Diesel,Dealer,Manual,First Owner
2524,Maruti Alto 800,Maruti,2006,165000,132000,Petrol,Individual,Manual,First Owner
2525,Mahindra Bolero Power,Mahindra,2019,860000,35000,Diesel,Individual,Manual,First Owner
2526,Mahindra XUV500 W6,Mahindra,2016,900000,47000,Diesel,Individual,Manual,First Owner
2527,Tata Indigo TDI,Tata,2013,182000,100000,Diesel,Individual,Manual,First Owner
2528,Tata Indica Vista,Tata,2010,100000,80000,Diesel,Individual,Manual,First Owner
2529,Hyundai Santro Xing,Hyundai,2006,100000,40000,Petrol,Individual,Manual,Second Owner
2530,Maruti Alto K10,Maruti,2017,375000,27289,Petrol,Dealer,Automatic,First Owner
2531,Tata Tiago XZA,Tata,2018,525000,10980,Petrol,Dealer,Automatic,First Owner
2532,Hyundai EON Era,Hyundai,2016,320000,24662,Petrol,Dealer,Manual,First Owner
2533,Maruti Swift Dzire,Maruti,2013,525000,37000,Diesel,Dealer,Manual,First Owner
2534,Nissan Evalia XV,Nissan,2014,650000,28245,Diesel,Dealer,Manual,First Owner
2535,Hyundai Grand i10,Hyundai,2017,575000,27005,Diesel,Dealer,Manual,First Owner
2536,Hyundai i10 Magna,Hyundai,2014,355000,39227,Petrol,Dealer,Manual,First Owner
2537,Mahindra KUV 100,Mahindra,2016,470000,31367,Diesel,Dealer,Manual,First Owner
2538,Maruti Wagon R,Maruti,2008,221000,35008,Petrol,Dealer,Manual,First Owner
2539,Hyundai Santro Xing,Hyundai,2009,195000,27005,Petrol,Dealer,Manual,First Owner
2540,Maruti Zen VX,Maruti,2001,85000,86000,Petrol,Individual,Manual,Second Owner
2541,Maruti Swift VDI,Maruti,2013,400000,50000,Diesel,Individual,Manual,First Owner
2542,Maruti Baleno Delta,Maruti,2017,650000,20000,Diesel,Individual,Manual,First Owner
2543,Hyundai i10 Magna,Hyundai,2010,400000,50000,Petrol,Individual,Manual,First Owner
2544,Tata Manza Aura,Tata,2012,295000,80000,Diesel,Individual,Manual,Second Owner
2545,Maruti Omni LPG,Maruti,2006,60000,135000,LPG,Individual,Manual,Fourth & Above Owner
2546,Maruti Zen D,Maruti,2003,110000,120000,Diesel,Individual,Manual,Third Owner
2547,Fiat Linea 1.3,Fiat,2015,550000,113600,Diesel,Individual,Manual,First Owner
2548,Hyundai Santro Xing,Hyundai,2008,190000,70000,Petrol,Individual,Manual,Third Owner
2549,Ford Aspire Titanium,Ford,2018,861999,20000,Diesel,Dealer,Manual,First Owner
2550,Ford Aspire Titanium,Ford,2018,782000,14000,Petrol,Dealer,Manual,First Owner
2551,Ford Freestyle Titanium,Ford,2018,836000,26000,Diesel,Dealer,Manual,First Owner
2552,Honda City i,Honda,2016,696000,138925,Petrol,Dealer,Manual,First Owner
2553,Honda Jazz 1.5,Honda,2016,596000,121764,Diesel,Dealer,Manual,First Owner
2554,Honda Jazz 1.2,Honda,2016,612000,105429,Petrol,Dealer,Manual,First Owner
2555,Maruti Alto 800,Maruti,2015,114999,35000,Petrol,Individual,Manual,First Owner
2556,Tata Bolt Quadrajet,Tata,2017,340000,60000,Diesel,Individual,Manual,First Owner
2557,Maruti Swift ZXI,Maruti,2020,550000,5000,Petrol,Individual,Manual,First Owner
2558,Chevrolet Aveo U-VA,Chevrolet,2008,114999,70000,Petrol,Individual,Manual,Third Owner
2559,Maruti Wagon R,Maruti,2000,105000,80000,Petrol,Individual,Manual,First Owner
2560,Maruti Vitara Brezza,Maruti,2019,890000,20000,Diesel,Individual,Manual,First Owner
2561,Tata Nexon 1.2,Tata,2019,715000,8000,Petrol,Individual,Manual,First Owner
2562,Hyundai i20 Asta,Hyundai,2014,525000,54000,Petrol,Dealer,Manual,Second Owner
2563,Volkswagen Jetta 2.0L,Volkswagen,2012,735000,55300,Diesel,Dealer,Automatic,First Owner
2564,Honda Amaze S,Honda,2016,495000,11958,Petrol,Dealer,Manual,First Owner
2565,Hyundai Creta 1.6,Hyundai,2017,1025000,9000,Petrol,Dealer,Manual,First Owner
2566,Mahindra XUV500 W8,Mahindra,2015,750000,70000,Diesel,Individual,Manual,First Owner
2567,Renault Duster 85PS,Renault,2013,600000,120000,Diesel,Individual,Manual,First Owner
2568,Hyundai i20 Asta,Hyundai,2014,475000,23122,Petrol,Dealer,Manual,Second Owner
2569,Hyundai Santro Xing,Hyundai,2007,80000,58000,Petrol,Dealer,Manual,Second Owner
2570,Mahindra Bolero 2011-2019,Mahindra,2013,325000,62200,Diesel,Dealer,Manual,First Owner
2571,Audi A6 2.0,Audi,2014,1470000,34000,Diesel,Dealer,Automatic,Second Owner
2572,Fiat Avventura MULTIJET,Fiat,2015,350000,53000,Diesel,Individual,Manual,Second Owner
2573,Audi A8 4.2,Audi,2013,2800000,49000,Diesel,Dealer,Automatic,First Owner
2574,Datsun RediGO 1.0,Datsun,2017,210000,15000,Petrol,Dealer,Manual,Second Owner
2575,Chevrolet Cruze LT,Chevrolet,2012,349000,44500,Diesel,Dealer,Manual,Second Owner
2576,Volkswagen Jetta 1.4,Volkswagen,2013,450000,50000,Petrol,Individual,Manual,First Owner
2577,Audi A4 2.0,Audi,2013,1150000,53000,Diesel,Dealer,Automatic,First Owner
2578,Honda Civic 1.8,Honda,2009,210000,63500,Petrol,Dealer,Automatic,First Owner
2579,Mercedes-Benz E-Class Exclusive,Mercedes-Benz,2018,4500000,9800,Petrol,Dealer,Automatic,First Owner
2580,Volkswagen Polo GTI,Volkswagen,2017,825000,13599,Petrol,Dealer,Automatic,First Owner
2581,BMW X1 sDrive,BMW,2017,2750000,13000,Diesel,Individual,Automatic,First Owner
2582,Chevrolet Beat Diesel,Chevrolet,2012,160000,110000,Diesel,Individual,Manual,First Owner
2583,Mahindra Scorpio SLE,Mahindra,2014,550000,100000,Diesel,Individual,Manual,Second Owner
2584,Maruti Swift 1.3,Maruti,2006,95000,110000,Petrol,Individual,Manual,Third Owner
2585,Toyota Innova 2.5,Toyota,2014,725000,90000,Diesel,Individual,Manual,Second Owner
2586,Tata Tigor 1.2,Tata,2019,670000,17000,Petrol,Individual,Manual,First Owner
2587,Maruti Alto LX,Maruti,2008,65000,140000,Petrol,Individual,Manual,First Owner
2588,Mahindra Xylo D4,Mahindra,2015,500000,50000,Diesel,Individual,Manual,Second Owner
2589,Mahindra KUV 100,Mahindra,2017,600000,53000,Petrol,Individual,Manual,First Owner
2590,Maruti Wagon R,Maruti,2017,350000,70000,Petrol,Individual,Manual,Second Owner
2591,Chevrolet Beat Diesel,Chevrolet,2012,200000,70000,Diesel,Individual,Manual,Second Owner
2592,Hyundai Getz 1.5,Hyundai,2008,110000,154000,Diesel,Individual,Manual,Third Owner
2593,Hyundai EON Sportz,Hyundai,2012,150000,80000,Petrol,Individual,Manual,First Owner
2594,Maruti Zen D,Maruti,2003,75000,110000,Diesel,Individual,Manual,Second Owner
2595,Honda Amaze EX,Honda,2013,350000,90000,Diesel,Individual,Manual,Second Owner
2596,Toyota Innova Crysta,Toyota,2018,1700000,15000,Diesel,Individual,Manual,First Owner
2597,BMW X1 sDrive20d,BMW,2011,890000,86000,Diesel,Individual,Automatic,Second Owner
2598,Mahindra Scorpio M2DI,Mahindra,2014,500000,120000,Diesel,Individual,Manual,First Owner
2599,Hyundai Elite i20,Hyundai,2019,600000,5200,Petrol,Individual,Manual,First Owner
2600,Chevrolet Beat LS,Chevrolet,2010,99000,60000,Petrol,Individual,Manual,Second Owner
2601,Hyundai i10 Era,Hyundai,2011,235000,46000,Petrol,Individual,Manual,First Owner
2602,Tata Indigo GLX,Tata,2006,75000,40000,Petrol,Individual,Manual,Second Owner
2603,Honda City i,Honda,2014,600000,90000,Diesel,Individual,Manual,Second Owner
2604,Hyundai Verna CRDi,Hyundai,2019,1000000,25000,Diesel,Individual,Manual,Second Owner
2605,Hyundai Verna 1.6,Hyundai,2012,390000,90000,Diesel,Individual,Manual,First Owner
2606,Volkswagen Polo 1.5,Volkswagen,2015,600000,70000,Diesel,Individual,Manual,First Owner
2607,Hyundai i20 1.2,Hyundai,2017,600000,70000,Petrol,Individual,Manual,Second Owner
2608,Hyundai Elite i20,Hyundai,2019,730000,35000,Diesel,Individual,Manual,Second Owner
2609,Hyundai Grand i10,Hyundai,2017,450000,12700,Petrol,Individual,Automatic,First Owner
2610,Maruti Ritz LDi,Maruti,2011,250000,80000,Diesel,Individual,Manual,First Owner
2611,Mahindra XUV500 W10,Mahindra,2018,1400000,20000,Diesel,Individual,Manual,First Owner
2612,Renault KWID 1.0,Renault,2018,300000,20000,Petrol,Individual,Manual,First Owner
2613,Ford EcoSport 1.5,Ford,2017,800000,19000,Petrol,Individual,Manual,First Owner
2614,Fiat Grande Punto,Fiat,2009,125000,95000,Diesel,Individual,Manual,Second Owner
2615,BMW X1 sDrive,BMW,2019,2600000,9500,Diesel,Individual,Automatic,First Owner
2616,Skoda Fabia 1.2,Skoda,2012,300000,50000,Petrol,Individual,Manual,First Owner
2617,Volkswagen Polo Diesel,Volkswagen,2012,295000,90000,Diesel,Individual,Manual,First Owner
2618,Ford Ecosport 1.0,Ford,2013,650000,45839,Petrol,Dealer,Manual,First Owner
2619,Chevrolet Aveo 1.4,Chevrolet,2010,200000,74510,Petrol,Dealer,Manual,First Owner
2620,Chevrolet Aveo U-VA,Chevrolet,2009,130000,87293,Petrol,Dealer,Manual,First Owner
2621,Ford Figo Diesel,Ford,2012,250000,156040,Diesel,Dealer,Manual,First Owner
2622,Ford Endeavour 2.5L,Ford,2004,400000,93415,Diesel,Dealer,Manual,First Owner
2623,Ford Aspire Titanium,Ford,2017,430000,101159,Petrol,Dealer,Manual,First Owner
2624,Hyundai EON 1.0,Hyundai,2015,170000,80000,Petrol,Individual,Manual,Second Owner
2625,Tata Tiago 2019-2020,Tata,2019,450000,12000,Petrol,Individual,Manual,First Owner
2626,Maruti Swift ZXI,Maruti,2013,350000,90000,Petrol,Individual,Manual,First Owner
2627,Chevrolet Spark 1.0,Chevrolet,2011,130000,68519,Petrol,Dealer,Manual,First Owner
2628,Chevrolet Beat Diesel,Chevrolet,2012,180000,55130,Diesel,Dealer,Manual,First Owner
2629,Ford Ecosport 1.0,Ford,2014,475000,65239,Petrol,Dealer,Manual,First Owner
2630,Volkswagen Polo 1.2,Volkswagen,2015,470000,58182,Petrol,Dealer,Manual,First Owner
2631,Ford Fiesta Diesel,Ford,2012,200000,91245,Diesel,Dealer,Manual,First Owner
2632,Mahindra XUV500 W8,Mahindra,2013,650000,102989,Diesel,Dealer,Manual,First Owner
2633,Honda City 1.5,Honda,2010,400000,50000,Petrol,Individual,Manual,First Owner
2634,Maruti Zen VXI,Maruti,2000,100000,120000,Petrol,Individual,Manual,First Owner
2635,Maruti Swift Dzire,Maruti,2014,409999,90000,Diesel,Individual,Manual,First Owner
2636,Maruti Swift VDI,Maruti,2018,640000,25000,Diesel,Individual,Manual,First Owner
2637,Maruti Wagon R,Maruti,2007,160000,80000,Petrol,Individual,Manual,Second Owner
2638,Tata Indigo TDI,Tata,2013,182000,100000,Diesel,Individual,Manual,First Owner
2639,Maruti Baleno Zeta,Maruti,2018,750000,70000,Diesel,Individual,Manual,First Owner
2640,Mahindra Jeep MM,Mahindra,2002,150000,50000,Diesel,Individual,Manual,Third Owner
2641,Maruti Alto STD,Maruti,2008,80000,100000,Petrol,Individual,Manual,Second Owner
2642,Maruti Celerio VDi,Maruti,2016,240000,90000,Diesel,Individual,Manual,Third Owner
2643,Maruti Esteem Lxi,Maruti,2005,60000,60000,Petrol,Individual,Manual,Third Owner
2644,Maruti Alto LX,Maruti,2007,70000,120000,Petrol,Individual,Manual,Third Owner
2645,Volkswagen Jetta 1.9,Volkswagen,2008,285000,90000,Diesel,Individual,Automatic,Second Owner
2646,Maruti Swift VDI,Maruti,2015,350000,60000,Diesel,Individual,Manual,Second Owner
2647,Hyundai i20 Active,Hyundai,2015,699000,30000,Diesel,Individual,Manual,Second Owner
2648,Ford Figo Diesel,Ford,2011,275000,108000,Diesel,Individual,Manual,Second Owner
2649,Hyundai i20 1.4,Hyundai,2012,350000,160000,Diesel,Individual,Manual,Second Owner
2650,Maruti Alto LXi,Maruti,2006,135000,90000,Petrol,Individual,Manual,Third Owner
2651,Mahindra Xylo E4,Mahindra,2010,325000,120000,Diesel,Individual,Manual,Third Owner
2652,Mahindra XUV500 W8,Mahindra,2012,650000,102000,Diesel,Individual,Manual,Second Owner
2653,Mahindra Bolero SLE,Mahindra,2009,300000,178000,Diesel,Individual,Manual,Second Owner
2654,Toyota Innova 2.5,Toyota,2014,1200000,200000,Diesel,Individual,Manual,Second Owner
2655,Ford Fiesta Petrol,Ford,2012,450000,60000,Petrol,Dealer,Manual,First Owner
2656,Tata Tiago 1.2,Tata,2019,425000,3000,Petrol,Individual,Manual,First Owner
2657,Maruti Alto LXi,Maruti,2006,150000,75118,Petrol,Individual,Manual,Second Owner
2658,Maruti Ritz LDi,Maruti,2013,290000,140000,Diesel,Individual,Manual,Second Owner
2659,Hyundai Xcent 1.2,Hyundai,2014,335000,60000,Petrol,Individual,Manual,Second Owner
2660,Chevrolet Optra 1.6,Chevrolet,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner
2661,Ford Ikon 1.6,Ford,2005,20000,25000,Petrol,Individual,Manual,Second Owner
2662,Hyundai Getz GLS,Hyundai,2005,250000,70000,Petrol,Individual,Manual,First Owner
2663,Hyundai Santro Xing,Hyundai,2008,120000,41723,Petrol,Individual,Manual,Second Owner
2664,Maruti SX4 Vxi,Maruti,2010,250000,70000,Petrol,Individual,Manual,First Owner
2665,Tata Indigo LS,Tata,2012,220000,70000,Diesel,Individual,Manual,Second Owner
2666,Ford Ikon 1.3,Ford,2005,61000,4637,Petrol,Individual,Manual,Second Owner
2667,Maruti Swift VDI,Maruti,2016,620000,70000,Diesel,Individual,Manual,First Owner
2668,Maruti Swift Dzire,Maruti,2014,425000,100000,Diesel,Individual,Manual,Second Owner
2669,Tata Indica Vista,Tata,2009,85000,120000,Diesel,Individual,Manual,Second Owner
2670,Maruti Swift 1.3,Maruti,2015,270000,40000,Diesel,Individual,Manual,Second Owner
2671,Maruti Swift Vdi,Maruti,2009,180000,220000,Diesel,Individual,Manual,First Owner
2672,Renault KWID 1.0,Renault,2018,300000,20000,Petrol,Individual,Manual,First Owner
2673,Ford EcoSport 1.5,Ford,2017,800000,19000,Petrol,Individual,Manual,First Owner
2674,Fiat Grande Punto,Fiat,2009,125000,95000,Diesel,Individual,Manual,Second Owner
2675,Mahindra KUV 100,Mahindra,2017,450000,30000,Petrol,Individual,Manual,First Owner
2676,Tata New Safari,Tata,2012,450000,42655,Diesel,Individual,Manual,First Owner
2677,Renault KWID 1.0,Renault,2017,250000,43000,Petrol,Individual,Manual,Second Owner
2678,Toyota Innova 2.5,Toyota,2012,725000,70000,Diesel,Individual,Manual,First Owner
2679,Hyundai i20 Magna,Hyundai,2010,250000,55000,Petrol,Individual,Manual,First Owner
2680,Fiat Punto 1.3,Fiat,2010,99000,80000,Diesel,Individual,Manual,Second Owner
2681,Renault KWID 1.0,Renault,2017,350000,55000,Petrol,Individual,Manual,First Owner
2682,Hyundai Xcent 1.2,Hyundai,2018,511000,70000,Petrol,Individual,Manual,First Owner
2683,Maruti Ritz VDi,Maruti,2012,300000,80000,Diesel,Individual,Manual,First Owner
2684,Audi Q5 2.0,Audi,2010,1100000,110000,Petrol,Individual,Automatic,First Owner
2685,Hyundai i10 Sportz,Hyundai,2010,125000,60000,Petrol,Individual,Manual,Third Owner
2686,Tata Tiago 1.2,Tata,2018,500000,30000,Petrol,Individual,Manual,First Owner
2687,Renault Duster 85PS,Renault,2013,385000,80000,Diesel,Individual,Manual,Second Owner
2688,Skoda Rapid 1.6,Skoda,2012,350000,90000,Petrol,Individual,Manual,First Owner
2689,Maruti 800 Std,Maruti,2003,60000,50000,Petrol,Individual,Manual,First Owner
2690,Hyundai Santro Xing,Hyundai,2012,300000,50000,Petrol,Individual,Manual,First Owner
2691,Hyundai i20 1.4,Hyundai,2012,400000,70000,Diesel,Individual,Manual,First Owner
2692,Ford Ecosport 1.5,Ford,2014,550000,110000,Diesel,Individual,Manual,First Owner
2693,Nissan Sunny XL,Nissan,2012,300000,80000,Petrol,Individual,Manual,Second Owner
2694,Maruti Swift VDI,Maruti,2012,250000,156000,Diesel,Individual,Manual,First Owner
2695,Toyota Innova 2.5,Toyota,2012,800000,180000,Diesel,Individual,Manual,First Owner
2696,Maruti Eeco 5,Maruti,2018,300000,25000,Petrol,Individual,Manual,First Owner
2697,Maruti Alto LX,Maruti,2004,80000,120000,Petrol,Individual,Manual,First Owner
2698,Mahindra Scorpio S5,Mahindra,2020,1200000,11000,Diesel,Individual,Manual,First Owner
2699,Renault KWID AMT,Renault,2017,355000,40000,Petrol,Individual,Automatic,First Owner
2700,Maruti Swift Dzire,Maruti,2015,520000,50000,Diesel,Individual,Manual,First Owner
2701,Hyundai Verna 1.6,Hyundai,2012,500000,26000,Diesel,Individual,Manual,First Owner
2702,Maruti Alto LXi,Maruti,2008,114999,30000,Petrol,Individual,Manual,First Owner
2703,Toyota Fortuner 4x2,Toyota,2014,1800000,50000,Diesel,Individual,Manual,First Owner
2704,Mahindra TUV 300,Mahindra,2018,800000,20000,Diesel,Individual,Manual,First Owner
2705,Maruti Alto LXi,Maruti,2008,105000,30000,Petrol,Individual,Manual,Second Owner
2706,Maruti Alto LXi,Maruti,2011,135000,78000,Petrol,Individual,Manual,First Owner
2707,Maruti Wagon R,Maruti,2011,170000,40000,Petrol,Individual,Manual,Second Owner
2708,Hyundai Verna 1.6,Hyundai,2014,550000,100000,Petrol,Individual,Manual,First Owner
2709,Honda City 1.5,Honda,2009,250000,70000,Petrol,Individual,Manual,Third Owner
2710,Hyundai Elantra CRDi,Hyundai,2014,650000,30000,Diesel,Individual,Manual,Second Owner
2711,Honda City 1.5,Honda,2008,210000,77000,Petrol,Individual,Automatic,Third Owner
2712,Volkswagen Vento Diesel,Volkswagen,2011,260000,150000,Diesel,Individual,Manual,First Owner
2713,Maruti Swift Dzire,Maruti,2016,750000,69000,Diesel,Individual,Manual,First Owner
2714,Toyota Innova Crysta,Toyota,2016,1350000,120000,Diesel,Individual,Automatic,First Owner
2715,Maruti Ritz VDi,Maruti,2012,220000,120000,Diesel,Individual,Manual,Second Owner
2716,Hyundai Getz 1.3,Hyundai,2008,110000,110000,Petrol,Individual,Manual,Second Owner
2717,Mahindra XUV500 AT,Mahindra,2017,1230000,70000,Diesel,Individual,Automatic,First Owner
2718,Mahindra Quanto C6,Mahindra,2013,220000,110000,Diesel,Individual,Manual,First Owner
2719,Tata Indigo LX,Tata,2009,130000,50000,Diesel,Individual,Manual,First Owner
2720,Hyundai i20 1.2,Hyundai,2012,330000,44000,Petrol,Individual,Manual,First Owner
2721,Honda City 1.5,Honda,2010,254999,90000,Petrol,Individual,Manual,Second Owner
2722,Hyundai Verna 1.6,Hyundai,2014,600000,50000,Petrol,Individual,Manual,Second Owner
2723,Hyundai i10 Magna,Hyundai,2012,210000,50000,Petrol,Individual,Manual,First Owner
2724,Chevrolet Enjoy TCDi,Chevrolet,2014,300000,146000,Diesel,Individual,Manual,First Owner
2725,Tata Tiago 1.2,Tata,2018,426000,15000,Petrol,Individual,Automatic,First Owner
2726,Maruti Alto K10,Maruti,2015,265000,60000,Petrol,Individual,Manual,First Owner
2727,Hyundai Xcent 1.2,Hyundai,2016,450000,35000,Petrol,Individual,Manual,Second Owner
2728,Hyundai Verna 1.6,Hyundai,2012,480000,80000,Diesel,Individual,Manual,First Owner
2729,Tata Nano Lx,Tata,2010,40000,90000,Petrol,Individual,Manual,First Owner
2730,Honda City 1.5,Honda,2011,395000,70000,Petrol,Individual,Manual,Second Owner
2731,Maruti Wagon R,Maruti,2013,229999,62000,Petrol,Individual,Manual,Second Owner
2732,Ford Ecosport 1.5,Ford,2018,875000,10000,Petrol,Individual,Automatic,First Owner
2733,Maruti Eeco 5,Maruti,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner
2734,Hyundai i20 Sportz,Hyundai,2015,500000,35000,Petrol,Individual,Manual,Second Owner
2735,Renault Duster 85PS,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
2736,Mercedes-Benz C-Class Progressive,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
2737,Audi A4 3.0,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
2738,BMW X5 xDrive,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
2739,Hyundai Creta 1.6,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
2740,Maruti SX4 Vxi,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
2741,Hyundai Grand i10,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
2742,Maruti Swift ZXI,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
2743,Maruti Ertiga VXI,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
2744,Hyundai Grand i10,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
2745,Chevrolet Beat LT,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
2746,Toyota Fortuner 4x2,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
